path,status,merge_action,dependency_group,targeted_tests,numerical_behavior_changes,fresh_pde_evidence,recommended_merge_order,rationale
docs/task034_workstation_wsl_adaptive_scalability/outcomes/numerical_blob_compatibility.json,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/p3_h3_reference_and_reranking.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/p4_h5_workstation_study.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p2_h1_s_controlled_negative.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p2_h5_p_capability_partial.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p3_h2_s_added_point.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p3_h3_current_source_partial.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p3_h5_mpi_identity_partial.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/phase_f_p4_h3_s_added_point.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/post_merge_hardening_audit.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/resource_model_v2.csv,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/resource_model_v2.json,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/resource_model_v2.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/task033_anchor_reproduction_wsl.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/wsl_environment_qualification.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
notes/reference/code_walkthrough.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
notes/reference/current_version_boundaries.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
notes/theory/README.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
scripts/activate_myfenics_wsl.sh,A,manual_review,repository_metadata_or_other,test_26;full suite,no,not applicable,80,review path explicitly before selective merge
docs/task034_workstation_wsl_adaptive_scalability/outcomes/changed_files.md,A,evidence_only,task034_final_delivery,documentation contract;git diff --check,no,delivery record; no PDE,85,final Task034 Review V4 delivery and exact file-level merge instructions
docs/task034_workstation_wsl_adaptive_scalability/outcomes/selective_merge_manifest.csv,A,evidence_only,task034_final_delivery,documentation contract;git diff --check,no,delivery record; no PDE,85,final Task034 Review V4 delivery and exact file-level merge instructions
docs/task034_workstation_wsl_adaptive_scalability/outcomes/summary.md,A,evidence_only,task034_final_delivery,documentation contract;git diff --check,no,delivery record; no PDE,85,final Task034 Review V4 delivery and exact file-level merge instructions
docs/task034_workstation_wsl_adaptive_scalability/outcomes/test_summary.md,A,evidence_only,task034_final_delivery,documentation contract;git diff --check,no,delivery record; no PDE,85,final Task034 Review V4 delivery and exact file-level merge instructions
docs/task034_workstation_wsl_adaptive_scalability/response_v1.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/response_v2.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/response_v3.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/response_v4.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/review_report_v1.md,already_on_master,already_on_master_dependency,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/review_report_v1_addendum.md,already_on_master,already_on_master_dependency,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/review_report_v2.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/review_report_v3.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task034_workstation_wsl_adaptive_scalability/review_report_v3_task35_planning_addendum.md,A,evidence_only,task034_review_response_chain,documentation contract,no,review/delivery record; no PDE,85,preserve immutable Review V1-V3 and Response V1-V4 closeout chain
docs/task035_hcurl_goal_oriented_adaptivity/README.md,A,merge_with_group,task035_planning_docs_only,test_26_documentation_contract;markdown rendering and DOI checks,no,planning only; no Task035 code or PDE executed,85,compact Task035 planning package; execution remains locked until Task034 selective merge
docs/task035_hcurl_goal_oriented_adaptivity/task.md,A,merge_with_group,task035_planning_docs_only,test_26_documentation_contract;markdown rendering and DOI checks,no,planning only; no Task035 code or PDE executed,85,compact Task035 planning package; execution remains locked until Task034 selective merge
notes/theory/hcurl_adaptive_error_estimators_and_hp_strategy.md,A,merge_with_group,task035_planning_docs_only,test_26_documentation_contract;markdown rendering and DOI checks,no,planning only; no Task035 code or PDE executed,85,compact Task035 planning package; execution remains locked until Task034 selective merge
benchmarks/run_task034_adaptive_mechanism.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
benchmarks/task034_adaptive_compression.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
src/geometry/task034_adaptive_mesh.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
src/test/test_82_task034_adaptive_mesh.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
src/test/test_83_task034_adaptive_mechanism_record.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
src/test/test_84_task034_adaptive_compression.py,A,research_only_do_not_merge_yet,research_only_conforming_graded_mesh,test_82;test_83;test_84,experimental opt-in mechanism only,mechanism pass but equal-accuracy controlled negative; field-driven adaptivity not qualified,90,retain on Task034 research branch; field-driven adaptive policy is not qualified
