path,change_status,category,dependency_group,merge_action,numerical_behavior,dependencies,tests,fresh_pde_required,migration_order,reason
src/test/test_203_task035d_stage4_local_h.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_204_task035d_variable_p_adjoint_recovery.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_205_task035d_unit_channel_adjoint_basis.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_206_task035d_variable_p_live_observer.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_207_task035d_nested_p_dwr.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_208_task035d_variable_p_nested_dwr_live.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_209_task035d_nested_p_runner.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific runner test requires excluded Task035d plans; not a portable production contract,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; generic nested-p API remains covered by tests 207/208/210
src/test/test_210_task035d_nested_p_dwr_checker.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_211_task035d_selective_face_complement.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_212_task035d_selective_face_root_transfer.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_213_task035d_selective_face_snapshot.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_214_task035d_selective_face_candidate.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_215_task035d_selective_face_runner_checker.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_216_task035d_outer_top_hp_candidate.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_217_task035d_authority_binding.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_218_task035d_left_grating_top_hp_candidate.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_26_documentation_contract.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_28_direct_memory_telemetry.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_68_task033_full3d_watchdog.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_case097_compact_evidence_contract.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_case097_local_h_attempt1_contract.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_development_model_registry_contract.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
